,id_1,id_2,cost_1,cost_2,action_1,action_2,prediction_1,prediction_2,payoff_1,payoff_2,correct_prediction_1,correct_prediction_2
r_524_6,21,16,190,30,2,1,1,2,50,220,2,1
r_524_7,6,12,190,10,2,1,1,2,50,240,2,1
r_524_8,18,0,90,70,1,2,1,2,160,50,1,2
r_524_9,9,15,70,10,1,1,1,2,130,190,2,1
r_524_10,1,2,70,190,2,2,2,2,200,200,2,2
r_525_0,2,15,70,30,1,1,1,2,130,170,2,1
r_525_1,10,1,110,150,2,2,2,1,200,200,2,1
r_525_2,5,18,170,30,2,1,1,2,50,220,2,1
r_525_3,8,9,170,30,2,1,1,2,50,220,2,1
r_525_4,13,3,170,30,2,1,1,2,50,220,2,1
r_525_5,6,12,190,50,2,1,1,2,50,200,2,1
r_525_6,20,17,10,30,1,1,1,1,190,170,2,2
r_525_7,14,16,10,130,1,1,2,1,190,70,1,2
r_525_8,7,19,70,50,2,1,2,1,50,200,1,2
r_525_9,4,0,30,150,1,2,2,2,220,50,2,2
r_525_10,11,21,70,130,2,2,2,1,200,200,2,1
r_526_0,6,7,70,130,2,2,2,2,200,200,2,2
r_526_1,12,11,110,30,2,1,1,2,50,220,2,1
r_526_2,19,13,50,150,1,2,2,1,200,50,2,1
r_526_3,4,8,90,50,2,1,2,1,50,200,1,2
r_526_4,0,2,130,110,2,2,2,2,200,200,2,2
r_526_5,3,9,10,190,1,2,2,1,240,50,2,1
r_526_6,21,14,130,10,2,1,1,2,50,240,2,1
r_526_7,10,16,50,150,1,2,2,1,200,50,2,1
r_526_8,15,5,10,130,1,2,2,1,240,50,2,1
r_526_9,17,18,110,190,2,2,2,2,200,200,2,2
r_526_10,20,1,130,10,2,1,1,1,50,240,2,2
r_527_0,0,16,170,110,2,1,2,2,50,140,1,1
r_527_1,8,18,170,90,2,1,1,2,50,160,2,1
r_527_2,7,1,110,130,2,1,2,1,50,120,1,2
r_527_3,20,2,150,10,2,1,1,2,50,240,2,1
r_527_4,15,9,190,130,2,2,2,2,200,200,2,2
r_527_5,13,6,70,90,1,2,2,2,180,50,2,2
r_527_6,4,3,170,70,2,2,2,2,200,200,2,2
r_527_7,21,5,130,50,2,2,1,2,200,200,1,2
r_527_8,19,12,150,130,2,2,2,2,200,200,2,2
r_527_9,17,14,30,170,1,2,2,1,220,50,2,1
r_527_10,11,10,130,50,2,1,2,2,50,200,1,1
r_528_0,21,16,150,170,2,2,2,2,200,200,2,2
r_528_1,6,9,10,70,2,1,2,1,50,180,1,2
r_528_2,18,2,70,170,1,2,2,2,180,50,2,2
r_528_3,7,3,190,70,2,2,2,2,200,200,2,2
r_528_4,10,15,190,110,2,2,2,2,200,200,2,2
r_528_5,1,14,50,150,1,2,2,1,200,50,2,1
r_528_6,4,19,70,50,2,1,2,1,50,200,1,2
r_528_7,20,8,170,190,2,2,2,2,200,200,2,2
r_528_8,17,0,30,50,1,2,1,2,220,50,1,2
r_528_9,13,12,90,110,1,2,2,2,160,50,2,2
r_528_10,5,11,90,110,2,2,2,2,200,200,2,2
r_529_0,17,9,90,190,1,2,2,1,160,50,2,1
r_529_1,15,6,130,170,2,2,2,2,200,200,2,2
r_529_2,20,11,30,10,1,1,1,1,170,190,2,2
r_529_3,5,21,10,70,1,1,2,1,190,130,1,2
r_529_4,10,0,10,110,1,2,2,1,240,50,2,1
r_529_5,4,16,50,150,2,2,2,1,200,200,2,1
r_529_6,1,19,90,10,1,1,2,2,110,190,1,1
r_529_7,8,3,70,170,1,2,2,2,180,50,2,2
r_529_8,14,12,30,130,1,2,2,1,220,50,2,1
r_529_9,13,18,130,70,2,1,1,2,50,180,2,1
r_529_10,7,2,30,90,1,2,2,1,220,50,2,1
r_530_0,19,1,130,30,2,1,1,1,50,220,2,2
r_530_1,14,3,50,50,1,2,1,2,200,50,1,2
r_530_2,6,11,30,10,2,1,1,1,50,240,2,2
r_530_3,12,7,90,110,2,2,2,2,200,200,2,2
r_530_4,16,15,110,70,1,2,1,2,140,50,1,2
r_530_5,2,9,50,130,1,2,2,1,200,50,2,1
r_530_6,5,8,90,10,2,1,1,1,50,240,2,2
r_530_7,4,20,110,190,2,2,2,1,200,200,2,1
r_530_8,13,18,190,130,2,2,2,2,200,200,2,2
r_530_9,17,0,110,30,2,2,1,2,200,200,1,2
r_530_10,21,10,170,70,2,1,1,2,50,180,2,1
r_531_0,9,4,130,150,2,2,2,1,200,200,2,1
r_531_1,6,8,170,50,2,1,1,2,50,200,2,1
r_531_2,1,5,10,70,1,2,2,1,240,50,2,1
r_531_3,18,11,50,90,1,2,1,2,200,50,1,2
r_531_4,7,2,130,10,2,1,1,2,50,240,2,1
r_531_5,3,12,110,190,2,2,2,2,200,200,2,2
r_531_6,21,16,50,110,1,1,2,1,150,90,1,2
r_531_7,15,20,130,30,2,1,1,2,50,220,2,1
r_531_8,0,13,30,70,2,1,2,1,50,180,1,2
r_531_9,10,17,30,10,2,1,1,1,50,240,2,2
r_531_10,19,14,110,170,2,2,2,2,200,200,2,2
r_532_0,8,5,10,190,1,2,2,1,240,50,2,1
r_532_1,19,21,30,90,1,1,2,1,170,110,1,2
r_532_2,7,17,190,170,2,2,2,2,200,200,2,2
r_532_3,12,6,70,130,2,2,2,2,200,200,2,2
r_532_4,10,15,10,90,1,2,1,1,240,50,1,1
r_532_5,2,11,90,150,2,2,2,2,200,200,2,2
r_532_6,18,0,110,130,2,2,2,2,200,200,2,2
r_532_7,1,16,110,110,1,1,1,1,90,90,2,2
r_532_8,13,9,70,30,1,1,1,1,130,170,2,2
r_532_9,3,20,130,30,2,1,1,2,50,220,2,1
r_532_10,14,4,190,70,2,2,2,2,200,200,2,2
r_533_0,5,7,90,170,2,2,2,2,200,200,2,2
r_533_1,0,12,170,70,2,2,2,2,200,200,2,2
r_533_2,11,9,150,190,2,2,2,2,200,200,2,2
r_533_3,17,4,170,150,2,2,2,2,200,200,2,2
r_533_4,10,3,30,50,2,2,1,1,200,200,1,1
r_533_5,13,14,30,130,1,2,2,1,220,50,2,1
r_533_6,15,18,130,110,2,2,2,2,200,200,2,2
r_533_7,19,2,50,110,1,2,2,1,200,50,2,1
r_533_8,16,1,110,190,1,2,2,1,140,50,2,1
r_533_9,6,8,50,130,1,2,2,1,200,50,2,1
r_533_10,21,20,50,10,1,1,1,1,150,190,2,2
r_534_0,8,19,50,10,1,1,1,1,150,190,2,2
r_534_1,11,1,90,190,2,2,2,1,200,200,2,1
r_534_2,4,0,170,190,2,2,2,2,200,200,2,2
r_534_3,10,12,190,130,2,2,2,2,200,200,2,2
r_534_4,20,21,150,90,2,1,1,2,50,160,2,1
r_534_5,3,2,90,150,2,2,2,2,200,200,2,2
r_534_6,15,16,190,50,2,1,1,2,50,200,2,1
r_534_7,13,17,190,190,2,2,2,2,200,200,2,2
r_534_8,18,5,50,150,1,2,2,2,200,50,2,2
r_534_9,6,9,50,130,1,2,2,1,200,50,2,1
r_534_10,7,14,110,50,2,1,2,2,50,200,1,1
r_535_0,8,17,70,170,1,2,2,1,180,50,2,1
r_535_1,15,11,10,170,1,2,2,1,240,50,2,1
r_535_2,18,7,130,190,2,2,2,2,200,200,2,2
r_535_3,19,4,30,150,1,2,2,2,220,50,2,2
r_535_4,13,0,10,130,1,2,2,1,240,50,2,1
r_535_5,2,1,110,130,2,1,2,1,50,120,1,2
r_535_6,10,6,170,190,2,2,2,2,200,200,2,2
r_535_7,16,20,170,70,2,1,1,2,50,180,2,1
r_535_8,5,12,190,190,2,2,2,2,200,200,2,2
r_535_9,14,3,110,70,2,2,2,2,200,200,2,2
r_535_10,9,21,110,190,2,2,2,2,200,200,2,2
r_536_0,13,16,70,90,1,1,2,1,130,110,1,2
r_536_1,8,15,150,90,2,2,1,2,200,200,1,2
r_536_2,2,11,110,50,2,1,1,2,50,200,2,1
r_536_3,3,17,110,70,2,1,2,2,50,180,1,1
r_536_4,18,9,170,190,2,2,2,2,200,200,2,2
r_536_5,10,14,110,70,2,2,1,2,200,200,1,2
r_536_6,12,1,50,70,1,2,2,2,200,50,2,2
r_536_7,5,7,110,150,2,2,2,2,200,200,2,2
r_536_8,4,0,90,150,2,2,2,2,200,200,2,2
r_536_9,20,19,150,190,2,2,2,2,200,200,2,2
r_536_10,6,21,190,90,2,1,2,2,50,160,1,1
r_537_0,7,17,90,30,2,1,2,2,50,220,1,1
r_537_1,11,0,50,90,1,2,2,2,200,50,2,2
r_537_2,12,8,150,150,2,2,2,2,200,200,2,2
r_537_3,1,3,70,110,2,2,1,2,200,200,1,2
r_537_4,5,2,70,130,2,2,2,2,200,200,2,2
r_537_5,18,16,90,10,1,1,1,1,110,190,2,2
r_537_6,14,4,30,110,1,2,2,2,220,50,2,2
r_537_7,20,13,30,170,1,2,2,1,220,50,2,1
r_537_8,19,10,70,190,2,2,2,1,200,200,2,1
r_537_9,9,15,90,130,1,2,2,2,160,50,2,2
r_537_10,21,6,170,90,2,2,1,2,200,200,1,2
r_538_0,20,8,90,110,1,2,1,1,160,50,1,1
r_538_1,10,7,70,10,1,2,1,2,180,50,1,2
r_538_2,9,12,110,70,2,2,1,2,200,200,1,2
r_538_3,15,3,190,70,2,2,2,2,200,200,2,2
r_538_4,17,2,30,130,1,2,2,1,220,50,2,1
r_538_5,6,16,110,50,2,1,1,1,50,200,2,2
r_538_6,19,13,150,110,2,2,2,2,200,200,2,2
r_538_7,0,18,110,90,2,1,2,2,50,160,1,1
r_538_8,21,11,150,170,2,2,2,2,200,200,2,2
r_538_9,4,14,50,90,2,2,2,1,200,200,2,1
r_538_10,1,5,190,190,2,2,2,2,200,200,2,2
r_539_0,17,12,150,30,2,1,1,2,50,220,2,1
r_539_1,2,21,110,50,2,1,1,2,50,200,2,1
r_539_2,6,9,50,10,1,1,1,1,150,190,2,2
r_539_3,11,5,110,30,2,1,1,2,50,220,2,1
r_539_4,7,20,150,50,2,1,2,2,50,200,1,1
r_539_5,14,15,170,30,2,1,1,2,50,220,2,1
r_539_6,10,19,70,170,1,2,2,1,180,50,2,1
r_539_7,8,3,10,30,1,1,1,1,190,170,2,2
r_539_8,4,16,130,130,1,1,1,1,70,70,2,2
r_539_9,13,0,190,150,2,2,2,2,200,200,2,2
r_539_10,18,1,70,110,1,1,2,2,130,90,1,1
r_540_0,2,8,170,50,2,1,1,2,50,200,2,1
r_540_1,14,1,10,30,1,1,1,2,190,170,2,1
r_540_2,16,13,10,50,1,1,1,1,190,150,2,2
r_540_3,19,0,150,190,2,2,2,2,200,200,2,2
r_540_4,5,15,70,50,2,1,2,2,50,200,1,1
r_540_5,21,20,110,90,1,1,1,1,90,110,2,2
r_540_6,12,10,30,190,1,2,2,2,220,50,2,2
r_540_7,17,7,150,70,2,2,1,2,200,200,1,2
r_540_8,11,9,110,50,2,1,2,2,50,200,1,1
r_540_9,3,4,50,50,2,2,2,2,200,200,2,2
r_540_10,6,18,190,30,2,1,1,2,50,220,2,1
r_541_0,0,12,130,50,2,1,2,2,50,200,1,1
r_541_1,2,7,150,150,2,2,2,2,200,200,2,2
r_541_2,21,4,30,30,1,1,1,2,170,170,2,1
r_541_3,20,18,110,170,1,2,2,2,140,50,2,2
r_541_4,16,19,130,190,1,2,2,2,120,50,2,2
r_541_5,6,8,70,150,2,2,2,1,200,200,2,1
r_541_6,15,17,50,130,1,2,2,1,200,50,2,1
r_541_7,5,9,170,170,2,2,2,2,200,200,2,2
r_541_8,10,11,150,130,2,2,2,2,200,200,2,2
r_541_9,14,1,90,90,2,1,2,1,50,160,1,2
r_541_10,3,13,30,10,1,1,1,1,170,190,2,2
r_542_0,8,12,30,190,1,2,2,1,220,50,2,1
r_542_1,13,7,170,70,2,2,1,2,200,200,1,2
r_542_2,21,20,170,90,2,1,1,2,50,160,2,1
r_542_3,5,9,150,110,2,2,2,2,200,200,2,2
r_542_4,18,10,130,150,2,2,2,2,200,200,2,2
r_542_5,2,19,190,150,2,2,2,2,200,200,2,2
r_542_6,3,0,190,170,2,2,2,2,200,200,2,2
r_542_7,6,11,70,170,2,2,2,2,200,200,2,2
r_542_8,4,15,50,130,2,2,1,1,200,200,1,1
r_542_9,16,17,70,130,1,2,1,1,180,50,1,1
r_542_10,1,14,50,70,1,2,2,1,200,50,2,1
r_543_0,13,12,10,190,1,2,2,1,240,50,2,1
r_543_1,14,21,10,150,1,2,2,1,240,50,2,1
r_543_2,4,8,150,170,2,2,2,2,200,200,2,2
r_543_3,19,9,30,170,1,2,2,1,220,50,2,1
r_543_4,3,5,190,170,2,2,2,2,200,200,2,2
r_543_5,0,6,130,50,2,1,2,2,50,200,1,1
r_543_6,11,17,130,30,2,1,1,2,50,220,2,1
r_543_7,10,20,150,110,2,1,2,2,50,140,1,1
r_543_8,2,7,190,190,2,2,2,2,200,200,2,2
r_543_9,15,16,190,150,2,2,2,2,200,200,2,2
r_543_10,1,18,110,150,1,2,2,2,140,50,2,2
r_544_0,2,13,110,130,2,2,2,2,200,200,2,2
r_544_1,6,7,70,70,2,2,2,2,200,200,2,2
r_544_2,11,21,150,10,2,1,1,2,50,240,2,1
r_544_3,19,5,170,190,2,2,2,2,200,200,2,2
r_544_4,12,3,170,70,2,2,2,2,200,200,2,2
r_544_5,15,1,110,190,2,2,2,1,200,200,2,1
r_544_6,18,17,190,170,2,2,2,2,200,200,2,2
r_544_7,4,14,10,190,1,2,2,1,240,50,2,1
r_544_8,9,10,170,10,2,1,1,2,50,240,2,1
r_544_9,16,20,150,170,2,2,2,2,200,200,2,2
r_544_10,0,8,110,90,2,1,2,2,50,160,1,1
r_545_0,11,13,10,90,1,1,2,1,190,110,1,2
r_545_1,17,7,110,150,2,2,2,2,200,200,2,2
r_545_2,2,12,190,70,2,2,2,2,200,200,2,2
r_545_3,18,4,50,150,1,2,2,2,200,50,2,2
r_545_4,15,20,110,90,2,1,2,1,50,160,1,2
r_545_5,1,14,110,190,1,2,2,2,140,50,2,2
r_545_6,16,10,50,50,1,1,1,1,150,150,2,2
r_545_7,9,5,90,170,1,2,2,2,160,50,2,2
r_545_8,21,8,190,150,2,2,2,2,200,200,2,2
r_545_9,19,6,50,170,1,2,2,1,200,50,2,1
r_545_10,0,3,70,90,2,2,2,2,200,200,2,2
r_546_0,5,18,150,130,2,2,2,2,200,200,2,2
r_546_1,1,21,190,50,2,1,2,2,50,200,1,1
r_546_2,15,4,190,50,2,2,1,2,200,200,1,2
r_546_3,11,0,170,10,2,1,1,2,50,240,2,1
r_546_4,12,10,50,10,1,1,1,1,150,190,2,2
r_546_5,14,19,30,150,1,2,2,1,220,50,2,1
r_546_6,20,2,130,70,2,1,1,2,50,180,2,1
r_546_7,17,7,170,110,2,2,2,2,200,200,2,2
r_546_8,6,13,90,110,2,2,2,2,200,200,2,2
r_546_9,3,16,30,150,1,2,2,1,220,50,2,1
r_546_10,9,8,150,150,2,2,2,2,200,200,2,2
r_547_0,5,15,90,70,2,2,2,2,200,200,2,2
r_547_1,10,12,190,170,2,2,2,2,200,200,2,2
r_547_2,1,9,30,30,1,1,2,1,170,170,1,2
r_547_3,21,3,150,30,2,1,1,2,50,220,2,1
r_547_4,8,4,50,110,1,2,2,2,200,50,2,2
r_547_5,17,11,190,190,2,2,2,2,200,200,2,2
r_547_6,2,6,50,50,1,1,1,1,150,150,2,2
r_547_7,16,19,30,70,1,2,1,1,220,50,1,1
r_547_8,7,13,110,150,2,2,2,2,200,200,2,2
r_547_9,0,14,90,10,2,1,1,2,50,240,2,1
r_547_10,20,18,190,30,2,1,1,2,50,220,2,1
r_548_0,4,9,70,90,2,1,2,1,50,160,1,2
r_548_1,10,6,30,130,2,2,2,1,200,200,2,1
r_548_2,14,18,50,190,1,2,2,1,200,50,2,1
r_548_3,19,21,70,30,2,1,1,1,50,220,2,2
r_548_4,3,13,50,150,2,2,2,1,200,200,2,1
r_548_5,16,5,90,30,1,1,1,2,110,170,2,1
r_548_6,2,20,90,130,2,2,2,1,200,200,2,1
r_548_7,17,8,90,130,1,2,2,1,160,50,2,1
r_548_8,0,15,10,170,1,2,2,1,240,50,2,1
r_548_9,1,11,170,30,2,1,2,2,50,220,1,1
r_548_10,7,12,170,110,2,2,2,2,200,200,2,2
r_549_0,11,8,150,90,2,1,2,2,50,160,1,1
r_549_1,2,3,10,10,1,1,1,1,190,190,2,2
r_549_2,15,21,170,30,2,1,1,2,50,220,2,1
r_549_3,1,19,50,190,1,2,2,1,200,50,2,1
r_549_4,18,13,90,50,1,1,1,2,110,150,2,1
r_549_5,10,6,150,50,2,1,1,2,50,200,2,1
r_549_6,12,4,30,10,1,1,1,2,170,190,2,1
r_549_7,0,16,130,130,2,1,2,1,50,120,1,2
r_549_8,20,9,10,50,1,1,1,1,190,150,2,2
r_549_9,7,5,30,70,1,2,2,1,220,50,2,1
r_549_10,17,14,170,70,2,2,1,2,200,200,1,2
r_550_0,6,19,90,50,2,1,1,2,50,200,2,1
r_550_1,9,17,190,190,2,2,2,2,200,200,2,2
r_550_2,1,20,130,30,1,1,2,2,70,170,1,1
r_550_3,0,21,170,50,2,1,2,2,50,200,1,1
r_550_4,8,14,110,10,2,1,1,2,50,240,2,1
r_550_5,5,12,170,30,2,1,1,2,50,220,2,1
r_550_6,16,13,90,130,1,2,1,2,160,50,1,2
r_550_7,7,11,150,170,2,2,2,2,200,200,2,2
r_550_8,3,10,10,190,1,2,2,1,240,50,2,1
r_550_9,18,4,170,50,2,2,1,2,200,200,1,2
r_550_10,15,2,90,50,2,1,1,2,50,200,2,1
r_551_0,7,17,150,90,2,1,2,2,50,160,1,1
r_551_1,16,12,50,110,1,2,1,1,200,50,1,1
r_551_2,11,18,10,50,1,1,2,1,190,150,1,2
r_551_3,21,3,190,10,2,1,1,2,50,240,2,1
r_551_4,8,19,130,150,2,2,2,2,200,200,2,2
r_551_5,15,20,150,130,2,2,2,2,200,200,2,2
r_551_6,6,2,50,170,1,2,2,1,200,50,2,1
r_551_7,9,5,30,110,1,2,2,1,220,50,2,1
r_551_8,10,13,30,110,2,2,2,1,200,200,2,1
r_551_9,4,1,90,130,2,1,1,1,50,120,2,2
r_551_10,14,0,130,130,2,2,2,2,200,200,2,2
r_552_0,17,18,50,10,1,1,1,1,150,190,2,2
r_552_1,13,7,110,130,2,2,2,2,200,200,2,2
r_552_2,9,8,70,190,1,2,2,1,180,50,2,1
r_552_3,20,19,70,50,1,1,1,1,130,150,2,2
r_552_4,10,12,50,170,1,2,2,1,200,50,2,1
r_552_5,3,5,70,110,2,2,2,2,200,200,2,2
r_552_6,1,6,170,150,2,2,2,2,200,200,2,2
r_552_7,15,21,10,190,1,2,2,1,240,50,2,1
r_552_8,11,2,130,70,2,1,2,2,50,180,1,1
r_552_9,14,0,50,10,1,1,1,2,150,190,2,1
r_552_10,16,4,190,190,2,2,2,2,200,200,2,2
r_553_0,7,5,30,110,1,2,2,1,220,50,2,1
r_553_1,16,15,70,170,1,2,2,2,180,50,2,2
r_553_2,4,2,10,70,1,1,2,1,190,130,1,2
r_553_3,20,12,50,10,1,1,1,1,150,190,2,2
r_553_4,21,0,90,30,1,2,1,2,160,50,1,2
r_553_5,13,10,110,190,2,2,2,2,200,200,2,2
r_553_6,19,6,10,10,1,2,1,1,240,50,1,1
r_553_7,1,18,10,90,1,1,1,1,190,110,2,2
r_553_8,17,3,110,110,2,2,2,2,200,200,2,2
r_553_9,14,11,30,70,1,2,2,1,220,50,2,1
r_553_10,8,9,50,70,1,1,1,1,150,130,2,2
r_554_0,20,7,170,170,2,2,2,2,200,200,2,2
r_554_1,15,9,50,110,1,2,2,1,200,50,2,1
r_554_2,19,10,190,30,2,2,1,2,200,200,1,2
r_554_3,17,12,190,130,2,2,2,2,200,200,2,2
r_554_4,3,16,110,10,2,1,1,1,50,240,2,2
r_554_5,18,4,130,90,2,2,1,1,200,200,1,1
r_554_6,8,14,170,30,2,1,1,2,50,220,2,1
r_554_7,1,2,110,30,1,1,2,2,90,170,1,1
r_554_8,6,13,130,190,2,2,2,2,200,200,2,2
r_554_9,5,21,110,50,2,1,2,2,50,200,1,1
r_554_10,11,0,10,170,1,2,2,1,240,50,2,1
r_555_0,8,16,30,130,1,1,2,1,170,70,1,2
r_555_1,10,5,70,10,1,1,1,2,130,190,2,1
r_555_2,12,13,30,10,1,1,1,1,170,190,2,2
r_555_3,14,11,130,30,2,1,1,2,50,220,2,1
r_555_4,1,0,130,150,1,2,2,2,120,50,2,2
r_555_5,20,6,190,170,2,2,2,2,200,200,2,2
r_555_6,18,21,170,150,2,2,2,2,200,200,2,2
r_555_7,3,2,30,90,1,2,2,1,220,50,2,1
r_555_8,7,19,150,50,2,1,2,2,50,200,1,1
r_555_9,17,15,30,30,1,1,1,1,170,170,2,2
r_555_10,4,9,70,50,2,1,2,1,50,200,1,2
r_556_0,21,10,30,130,1,2,2,2,220,50,2,2
r_556_1,0,5,150,190,2,2,2,2,200,200,2,2
r_556_2,17,2,190,90,2,2,2,2,200,200,2,2
r_556_3,7,19,30,50,1,1,2,1,170,150,1,2
r_556_4,14,18,50,150,1,2,2,1,200,50,2,1
r_556_5,8,4,50,90,1,2,1,2,200,50,1,2
r_556_6,1,3,130,130,1,2,1,2,120,50,1,2
r_556_7,15,20,170,90,2,1,2,2,50,160,1,1
r_556_8,11,12,10,130,1,2,2,1,240,50,2,1
r_556_9,16,6,150,70,2,2,1,2,200,200,1,2
r_556_10,13,9,110,170,2,2,2,2,200,200,2,2
r_557_0,20,14,150,50,2,1,1,2,50,200,2,1
r_557_1,13,9,90,150,1,2,2,1,160,50,2,1
r_557_2,5,2,30,70,1,1,2,1,170,130,1,2
r_557_3,10,8,50,50,1,1,1,1,150,150,2,2
r_557_4,21,17,50,150,1,2,2,1,200,50,2,1
r_557_5,7,3,70,70,2,2,2,2,200,200,2,2
r_557_6,12,0,150,130,2,2,2,2,200,200,2,2
r_557_7,19,4,10,110,1,2,2,1,240,50,2,1
r_557_8,1,11,130,190,1,2,2,2,120,50,2,2
r_557_9,15,16,10,30,1,1,1,1,190,170,2,2
r_557_10,18,6,170,90,2,2,1,2,200,200,1,2
r_558_0,10,13,170,110,2,2,2,2,200,200,2,2
r_558_1,17,8,130,10,2,1,1,2,50,240,2,1
r_558_2,15,18,90,110,2,2,2,1,200,200,2,1
r_558_3,2,12,90,170,2,2,2,2,200,200,2,2
r_558_4,14,0,150,30,2,2,1,2,200,200,1,2
r_558_5,7,1,90,170,2,2,2,1,200,200,2,1
r_558_6,4,5,130,10,1,1,1,2,70,190,2,1
r_558_7,3,6,70,130,2,2,2,2,200,200,2,2
r_558_8,19,20,150,70,2,1,1,2,50,180,2,1
r_558_9,11,9,70,50,2,1,2,1,50,200,1,2
r_558_10,16,21,90,50,1,1,1,1,110,150,2,2
r_559_0,13,14,10,130,1,2,2,1,240,50,2,1
r_559_1,7,15,170,130,2,2,2,2,200,200,2,2
r_559_2,17,16,130,90,2,1,2,1,50,160,1,2
r_559_3,9,10,70,50,1,1,1,1,130,150,2,2
r_559_4,5,8,130,90,2,1,2,2,50,160,1,1
r_559_5,2,21,170,130,2,2,2,2,200,200,2,2
r_559_6,11,19,30,30,1,1,1,1,170,170,2,2
r_559_7,0,12,10,30,1,1,2,1,190,170,1,2
r_559_8,4,18,150,150,2,2,2,2,200,200,2,2
r_559_9,20,6,70,150,1,2,2,2,180,50,2,2
r_559_10,1,3,150,170,2,2,2,2,200,200,2,2
r_560_0,15,16,30,50,1,1,1,1,170,150,2,2
r_560_1,3,9,10,10,1,1,1,1,190,190,2,2
r_560_2,12,20,170,50,2,1,1,2,50,200,2,1
r_560_3,17,18,110,50,2,1,1,2,50,200,2,1
r_560_4,6,5,70,50,2,2,1,2,200,200,1,2
r_560_5,13,21,90,170,1,2,2,1,160,50,2,1
r_560_6,11,19,110,150,2,2,2,2,200,200,2,2
r_560_7,2,7,190,130,2,2,2,2,200,200,2,2
r_560_8,4,0,170,30,2,2,2,2,200,200,2,2
r_560_9,10,14,90,130,1,2,2,2,160,50,2,2
r_560_10,1,8,190,30,2,1,2,2,50,220,1,1
r_561_0,8,13,30,10,1,1,1,1,170,190,2,2
r_561_1,1,14,110,110,1,2,1,2,140,50,1,2
r_561_2,11,16,50,110,1,1,2,1,150,90,1,2
r_561_3,5,19,30,190,1,2,2,1,220,50,2,1
r_561_4,2,15,110,130,2,2,2,2,200,200,2,2
r_561_5,7,6,190,70,2,2,2,2,200,200,2,2
r_561_6,18,3,70,170,1,2,2,2,180,50,2,2
r_561_7,20,4,130,170,2,2,2,1,200,200,2,1
r_561_8,9,10,130,190,2,2,2,2,200,200,2,2
r_561_9,17,12,30,30,1,1,1,1,170,170,2,2
r_561_10,0,21,70,190,2,2,2,1,200,200,2,1
r_562_0,6,11,50,110,1,2,2,2,200,50,2,2
r_562_1,17,1,10,150,1,2,2,2,240,50,2,2
r_562_2,20,8,150,90,2,1,1,2,50,160,2,1
r_562_3,5,14,70,190,2,2,2,2,200,200,2,2
r_562_4,10,3,150,50,2,2,1,2,200,200,1,2
r_562_5,7,18,170,110,2,2,2,2,200,200,2,2
r_562_6,2,16,190,30,2,1,1,2,50,220,2,1
r_562_7,0,15,10,130,1,2,2,1,240,50,2,1
r_562_8,13,21,150,150,2,2,2,2,200,200,2,2
r_562_9,19,4,130,90,2,2,2,1,200,200,2,1
r_562_10,12,9,110,50,2,1,1,2,50,200,2,1
r_563_0,8,11,150,110,2,2,2,2,200,200,2,2
r_563_1,12,14,90,130,2,2,2,2,200,200,2,2
r_563_2,18,6,10,170,1,2,2,1,240,50,2,1
r_563_3,13,5,90,70,1,2,1,2,160,50,1,2
r_563_4,4,16,190,150,2,2,2,2,200,200,2,2
r_563_5,21,20,190,90,2,1,1,2,50,160,2,1
r_563_6,19,15,170,70,2,2,1,2,200,200,1,2
r_563_7,1,7,130,170,1,2,2,2,120,50,2,2
r_563_8,2,0,90,10,2,1,1,2,50,240,2,1
r_563_9,10,3,70,70,1,2,1,2,180,50,1,2
r_563_10,17,9,130,30,2,1,1,2,50,220,2,1
r_564_0,15,19,170,90,2,2,2,2,200,200,2,2
r_564_1,5,9,170,130,2,2,2,2,200,200,2,2
r_564_2,21,16,50,30,1,1,1,1,150,170,2,2
r_564_3,8,2,50,30,1,1,1,1,150,170,2,2
r_564_4,7,20,50,90,2,1,2,1,50,160,1,2
r_564_5,4,3,10,130,1,2,1,1,240,50,1,1
r_564_6,13,12,30,10,1,1,1,1,170,190,2,2
r_564_7,1,0,130,170,1,2,2,2,120,50,2,2
r_564_8,14,10,130,150,2,2,2,2,200,200,2,2
r_564_9,11,18,50,90,1,1,2,1,150,110,1,2
r_564_10,17,6,150,190,2,2,2,2,200,200,2,2
r_565_0,2,8,170,10,2,1,1,2,50,240,2,1
r_565_1,0,9,150,170,2,2,2,2,200,200,2,2
r_565_2,11,17,30,130,1,2,2,1,220,50,2,1
r_565_3,18,5,190,190,2,2,2,2,200,200,2,2
r_565_4,15,19,70,190,2,2,2,1,200,200,2,1
r_565_5,13,12,10,170,1,2,2,1,240,50,2,1
r_565_6,10,20,150,170,2,2,2,2,200,200,2,2
r_565_7,16,7,30,190,1,2,2,2,220,50,2,2
r_565_8,3,14,30,50,1,1,2,1,170,150,1,2
r_565_9,6,1,50,50,1,1,1,2,150,150,2,1
r_565_10,4,21,130,10,1,1,1,2,70,190,2,1
r_566_0,18,4,170,130,2,1,2,2,50,120,1,1
r_566_1,3,1,30,170,1,2,2,2,220,50,2,2
r_566_2,15,6,150,30,2,2,1,2,200,200,1,2
r_566_3,21,19,130,90,2,2,1,2,200,200,1,2
r_566_4,0,20,50,190,2,2,2,1,200,200,2,1
r_566_5,8,14,130,170,2,2,2,2,200,200,2,2
r_566_6,16,5,110,90,1,2,1,2,140,50,1,2
r_566_7,11,9,90,50,2,1,2,1,50,200,1,2
