,id_1,id_2,cost_1,cost_2,message_1,message_2,action_1,action_2,prediction_1,prediction_2,payoff_1,payoff_2,correct_prediction_1,correct_prediction_2
r_2299_9,20,18,50,30,2,2,1,1,1,1,150,170,2,2
r_2299_10,10,16,30,30,2,1,1,1,1,1,170,170,2,2
r_2300_0,11,12,150,50,2,2,2,2,1,2,200,200,1,2
r_2300_1,8,9,170,70,2,2,2,1,1,2,50,180,2,2
r_2300_2,16,5,170,130,2,2,2,2,2,2,200,200,2,2
r_2300_3,4,10,170,50,2,2,2,1,1,2,50,200,2,2
r_2300_4,1,20,70,50,2,2,2,2,1,2,200,200,1,2
r_2300_5,18,0,170,10,2,2,2,2,1,2,200,200,1,2
r_2300_6,13,19,130,30,2,1,1,1,1,2,70,170,2,1
r_2300_7,6,17,90,190,2,2,2,2,2,1,200,200,2,1
r_2300_8,14,15,170,150,2,2,2,2,2,2,200,200,2,2
r_2300_9,21,3,30,190,2,2,2,2,2,1,200,200,2,1
r_2300_10,2,7,50,170,1,2,1,2,2,1,200,50,2,2
r_2301_0,17,11,190,70,2,2,2,1,1,2,50,180,2,2
r_2301_1,18,14,30,130,2,2,2,2,2,1,200,200,2,1
r_2301_2,8,21,150,90,2,2,2,2,1,2,200,200,1,2
r_2301_3,15,10,70,110,2,2,2,2,1,1,200,200,1,1
r_2301_4,6,13,30,90,1,1,1,1,1,1,170,110,2,2
r_2301_5,0,7,170,130,2,2,2,2,2,2,200,200,2,2
r_2301_6,3,12,10,170,1,2,1,2,2,1,240,50,2,2
r_2301_7,4,9,110,170,2,2,2,2,2,1,200,200,2,1
r_2301_8,19,20,30,30,1,2,2,1,1,1,50,220,2,1
r_2301_9,2,5,130,110,2,2,2,2,1,1,200,200,1,1
r_2301_10,16,1,110,190,2,2,2,2,2,2,200,200,2,2
r_2302_0,4,3,90,50,2,1,1,1,1,1,110,150,2,2
r_2302_1,0,12,110,110,2,2,2,2,2,2,200,200,2,2
r_2302_2,9,18,10,70,2,2,1,2,1,1,240,50,1,2
r_2302_3,6,20,130,110,2,2,2,2,1,2,200,200,1,2
r_2302_4,21,14,130,70,2,2,2,2,2,2,200,200,2,2
r_2302_5,1,13,130,190,2,2,2,2,2,1,200,200,2,1
r_2302_6,10,17,70,130,2,2,2,2,1,1,200,200,1,1
r_2302_7,7,19,190,150,2,2,2,2,2,2,200,200,2,2
r_2302_8,15,2,30,90,1,2,1,1,1,1,170,110,2,2
r_2302_9,16,8,90,10,2,1,1,1,1,1,110,190,2,2
r_2302_10,5,11,190,10,2,2,2,1,1,2,50,240,2,2
r_2303_0,0,11,50,170,2,2,2,2,2,1,200,200,2,1
r_2303_1,7,9,170,10,2,2,2,1,1,2,50,240,2,2
r_2303_2,3,17,90,30,1,2,1,1,1,1,110,170,2,2
r_2303_3,4,6,110,190,2,2,2,2,2,1,200,200,2,1
r_2303_4,13,18,30,30,1,2,1,1,1,1,170,170,2,2
r_2303_5,12,14,190,190,2,2,2,2,2,2,200,200,2,2
r_2303_6,19,2,10,50,1,1,2,1,1,1,50,200,2,1
r_2303_7,21,8,190,50,2,1,2,2,2,2,200,200,2,2
r_2303_8,1,16,30,70,1,2,2,1,1,1,50,180,2,1
r_2303_9,5,15,150,50,2,2,2,2,1,2,200,200,1,2
r_2303_10,10,20,110,30,2,2,2,1,1,2,50,220,2,2
r_2304_0,16,10,30,10,1,2,1,1,1,1,170,190,2,2
r_2304_1,0,17,110,170,2,2,2,2,2,2,200,200,2,2
r_2304_2,4,20,90,50,2,2,2,1,1,2,50,200,2,2
r_2304_3,7,18,30,10,2,2,1,1,1,1,170,190,2,2
r_2304_4,9,8,170,150,2,2,2,2,2,2,200,200,2,2
r_2304_5,12,15,90,130,2,1,1,2,1,1,160,50,1,2
r_2304_6,21,11,50,110,2,1,1,2,2,1,200,50,2,2
r_2304_7,5,19,10,190,1,2,1,2,2,2,240,50,2,1
r_2304_8,13,14,150,170,2,2,2,2,2,2,200,200,2,2
r_2304_9,3,1,10,50,1,1,1,1,1,1,190,150,2,2
r_2304_10,6,2,110,70,2,1,1,2,1,1,140,50,1,2
r_2305_0,21,0,10,150,2,2,2,2,2,1,200,200,2,1
r_2305_1,1,13,130,70,2,2,2,2,2,1,200,200,2,1
r_2305_2,17,20,10,90,1,2,1,1,1,1,190,110,2,2
r_2305_3,19,6,10,130,1,2,2,2,2,1,200,200,2,1
r_2305_4,10,4,190,190,2,2,2,2,2,2,200,200,2,2
r_2305_5,18,8,170,70,2,1,2,2,2,2,200,200,2,2
r_2305_6,12,5,170,110,2,2,2,2,2,2,200,200,2,2
r_2305_7,2,11,30,90,1,1,1,1,1,1,170,110,2,2
r_2305_8,16,9,170,10,2,2,2,1,1,2,50,240,2,2
r_2305_9,15,14,110,50,1,2,2,1,1,2,50,200,2,2
r_2305_10,7,3,90,30,2,1,1,1,1,1,110,170,2,2
r_2306_0,11,8,90,30,1,1,1,1,1,1,110,170,2,2
r_2306_1,18,4,10,130,2,2,2,2,2,1,200,200,2,1
r_2306_2,12,1,190,30,2,1,1,1,1,2,10,170,2,1
r_2306_3,15,16,50,10,2,2,1,1,1,1,150,190,2,2
r_2306_4,9,0,70,170,2,2,2,2,2,2,200,200,2,2
r_2306_5,6,3,110,150,2,2,2,2,1,1,200,200,1,1
r_2306_6,20,2,90,50,2,1,1,1,1,1,110,150,2,2
r_2306_7,21,10,190,190,2,2,2,2,2,2,200,200,2,2
r_2306_8,13,19,50,150,1,2,1,2,2,2,200,50,2,1
r_2306_9,14,5,130,110,2,2,2,2,2,1,200,200,2,1
r_2306_10,17,7,150,30,2,2,2,1,1,2,50,220,2,2
r_2307_0,19,3,30,70,1,1,1,1,2,1,170,130,1,2
r_2307_1,18,5,70,150,2,2,2,2,2,1,200,200,2,1
r_2307_2,13,21,90,190,1,2,2,2,2,2,200,200,2,2
r_2307_3,10,14,90,90,2,2,2,2,1,2,200,200,1,2
r_2307_4,1,17,10,90,2,2,1,2,2,1,240,50,2,2
r_2307_5,12,11,110,70,2,2,2,2,1,1,200,200,1,1
r_2307_6,4,20,150,50,2,2,2,1,1,2,50,200,2,2
r_2307_7,8,15,90,30,1,1,1,1,1,1,110,170,2,2
r_2307_8,2,16,90,130,2,2,2,2,1,2,200,200,1,2
r_2307_9,6,0,70,150,2,2,2,2,1,2,200,200,1,2
r_2307_10,9,7,150,30,2,2,2,1,1,2,50,220,2,2
r_2308_0,1,6,30,30,1,1,1,1,1,1,170,170,2,2
r_2308_1,11,15,190,110,2,1,2,2,1,2,200,200,1,2
r_2308_2,19,4,10,150,1,2,2,2,2,1,200,200,2,1
r_2308_3,13,5,50,30,1,1,1,1,1,1,150,170,2,2
r_2308_4,2,17,190,110,2,2,2,2,1,2,200,200,1,2
r_2308_5,14,7,190,170,2,2,2,2,2,2,200,200,2,2
r_2308_6,10,21,70,130,2,2,2,2,1,2,200,200,1,2
r_2308_7,12,16,10,10,2,2,1,1,1,1,190,190,2,2
r_2308_8,8,18,50,30,1,2,1,1,1,1,150,170,2,2
r_2308_9,0,20,150,90,2,2,2,2,2,2,200,200,2,2
r_2308_10,9,3,170,30,2,1,2,1,1,2,50,220,2,2
r_2309_0,3,0,30,150,1,2,1,2,2,2,220,50,2,1
r_2309_1,20,21,10,190,2,2,1,2,2,2,240,50,2,1
r_2309_2,19,6,90,50,1,1,1,1,1,1,110,150,2,2
r_2309_3,15,5,70,10,2,1,1,1,1,1,130,190,2,2
r_2309_4,14,17,30,170,2,2,2,2,2,1,200,200,2,1
r_2309_5,4,8,150,110,2,2,2,2,2,2,200,200,2,2
r_2309_6,16,2,50,10,1,1,1,1,1,1,150,190,2,2
r_2309_7,12,9,90,70,2,2,2,2,1,1,200,200,1,1
r_2309_8,18,1,130,190,2,2,2,2,2,2,200,200,2,2
r_2309_9,11,13,10,70,2,2,2,2,2,1,200,200,2,1
r_2309_10,10,7,130,170,2,2,2,2,2,1,200,200,2,1
r_2310_0,11,0,50,150,1,2,2,2,2,2,200,200,2,2
r_2310_1,14,20,10,90,2,2,2,2,2,1,200,200,2,1
r_2310_2,19,17,10,90,1,2,2,1,1,1,50,160,2,1
r_2310_3,18,2,30,130,2,2,2,2,2,1,200,200,2,1
r_2310_4,9,1,70,30,2,1,1,1,1,1,130,170,2,2
r_2310_5,6,8,190,90,2,1,2,2,1,2,200,200,1,2
r_2310_6,4,21,90,70,2,2,2,1,1,2,50,180,2,2
r_2310_7,10,15,130,10,2,1,2,1,1,1,50,240,2,1
r_2310_8,16,13,90,110,2,2,1,2,1,1,160,50,1,2
r_2310_9,3,7,190,10,2,1,2,1,1,2,50,240,2,2
r_2310_10,5,12,190,90,2,2,2,2,1,2,200,200,1,2
r_2311_0,1,7,90,50,2,2,2,2,1,1,200,200,1,1
r_2311_1,20,11,150,30,2,1,2,1,1,2,50,220,2,2
r_2311_2,16,13,150,10,2,1,2,1,1,2,50,240,2,2
r_2311_3,8,12,170,190,2,2,2,2,2,2,200,200,2,2
r_2311_4,5,17,50,170,1,2,2,2,2,1,200,200,2,1
r_2311_5,2,21,190,10,2,2,2,1,1,2,50,240,2,2
r_2311_6,9,6,50,30,2,1,1,1,1,1,150,170,2,2
r_2311_7,3,4,110,150,2,2,2,2,2,2,200,200,2,2
r_2311_8,15,10,170,150,2,2,2,2,2,2,200,200,2,2
r_2311_9,18,19,150,30,2,1,2,2,1,2,200,200,1,2
r_2311_10,0,14,110,170,2,2,2,2,2,2,200,200,2,2
r_2312_0,18,12,190,70,2,2,2,2,2,2,200,200,2,2
r_2312_1,14,1,90,170,2,2,2,2,2,2,200,200,2,2
r_2312_2,7,20,150,50,2,2,2,1,1,2,50,200,2,2
r_2312_3,6,15,70,150,2,2,2,2,1,1,200,200,1,1
r_2312_4,4,11,110,50,2,1,2,1,1,2,50,200,2,2
r_2312_5,2,8,70,190,1,2,2,2,2,1,200,200,2,1
r_2312_6,21,0,70,50,2,2,2,2,2,2,200,200,2,2
r_2312_7,3,16,130,30,2,1,2,1,1,1,50,220,2,1
r_2312_8,5,9,110,30,2,2,2,1,1,1,50,220,2,1
r_2312_9,10,17,110,150,2,2,2,2,2,2,200,200,2,2
r_2312_10,19,13,50,10,1,1,1,2,1,1,200,50,1,2
r_2313_0,16,20,30,110,1,2,1,1,1,1,170,90,2,2
r_2313_1,2,12,70,130,1,2,2,1,1,1,50,120,2,1
r_2313_2,18,17,110,130,2,2,2,2,2,2,200,200,2,2
r_2313_3,5,11,190,130,2,2,2,2,1,2,200,200,1,2
r_2313_4,21,0,130,30,2,2,2,2,2,2,200,200,2,2
r_2313_5,1,19,170,30,2,1,2,2,1,2,200,200,1,2
r_2313_6,10,13,70,90,2,1,1,2,1,1,180,50,1,2
r_2313_7,15,4,170,70,2,2,2,2,1,2,200,200,1,2
r_2313_8,7,3,150,90,2,1,2,1,1,2,50,160,2,2
r_2313_9,8,14,70,10,1,2,1,1,1,2,130,190,2,1
r_2313_10,6,9,30,170,1,2,2,2,2,1,200,200,2,1
r_2314_0,13,21,90,50,1,2,2,1,1,2,50,200,2,2
r_2314_1,11,20,70,190,2,2,2,2,2,2,200,200,2,2
r_2314_2,10,12,170,110,2,2,2,2,1,2,200,200,1,2
r_2314_3,19,0,130,30,2,2,2,2,2,2,200,200,2,2
r_2314_4,8,3,190,70,2,1,2,1,1,2,50,180,2,2
r_2314_5,1,5,50,150,1,2,2,2,2,1,200,200,2,1
r_2314_6,9,16,150,170,2,2,2,2,2,2,200,200,2,2
r_2314_7,17,7,130,130,2,2,2,2,2,1,200,200,2,1
r_2314_8,15,6,10,190,1,2,1,2,2,1,240,50,2,2
r_2314_9,4,14,110,90,2,2,2,2,1,2,200,200,1,2
r_2314_10,18,2,190,130,2,2,2,2,2,2,200,200,2,2
r_2315_0,9,8,110,10,2,1,1,1,2,1,90,190,1,2
r_2315_1,10,21,190,10,2,2,2,1,1,2,50,240,2,2
r_2315_2,13,1,170,130,2,2,2,2,1,2,200,200,1,2
r_2315_3,2,15,50,110,1,1,1,1,1,1,150,90,2,2
r_2315_4,12,14,190,30,2,2,2,1,1,2,50,220,2,2
r_2315_5,4,7,10,170,1,2,1,2,2,1,240,50,2,2
r_2315_6,17,16,90,70,2,2,1,1,1,2,110,130,2,1
r_2315_7,11,0,150,190,2,2,2,2,2,2,200,200,2,2
r_2315_8,20,5,150,110,2,2,2,2,2,2,200,200,2,2
r_2315_9,6,19,170,10,2,1,2,1,1,2,50,240,2,2
r_2315_10,18,3,110,50,2,1,2,2,1,2,200,200,1,2
r_2316_0,1,0,10,30,2,2,1,2,1,1,240,50,1,2
r_2316_1,9,20,150,110,2,2,2,2,1,2,200,200,1,2
r_2316_2,4,3,70,110,2,2,1,2,2,1,180,50,2,2
r_2316_3,19,21,130,90,2,2,2,2,1,2,200,200,1,2
r_2316_4,10,16,130,150,2,2,2,2,2,2,200,200,2,2
r_2316_5,6,2,30,70,1,1,1,1,1,1,170,130,2,2
r_2316_6,11,14,30,30,1,2,2,1,1,1,50,220,2,1
r_2316_7,8,18,30,10,1,2,1,1,1,1,170,190,2,2
r_2316_8,15,5,50,170,2,2,1,2,2,1,200,50,2,2
r_2316_9,13,17,10,50,1,2,1,1,1,1,190,150,2,2
r_2316_10,7,12,150,170,2,2,2,2,2,2,200,200,2,2
r_2317_0,18,21,70,110,2,2,2,2,2,2,200,200,2,2
r_2317_1,19,14,170,10,2,2,2,2,2,2,200,200,2,2
r_2317_2,11,7,50,70,1,2,2,1,1,1,50,180,2,1
r_2317_3,10,13,30,70,2,2,1,2,1,1,220,50,1,2
r_2317_4,8,12,110,30,2,2,2,1,1,2,50,220,2,2
r_2317_5,5,20,70,30,2,2,2,1,1,2,50,220,2,2
r_2317_6,0,15,110,130,2,1,2,2,2,1,200,200,2,1
r_2317_7,4,1,110,90,2,2,2,2,1,2,200,200,1,2
r_2317_8,17,2,70,30,2,1,1,1,1,1,130,170,2,2
r_2317_9,16,6,170,110,2,2,2,2,1,1,200,200,1,1
r_2317_10,3,9,110,70,2,2,2,1,1,1,50,180,2,1
r_2318_0,16,7,150,30,2,2,2,1,1,2,50,220,2,2
r_2318_1,2,14,90,170,2,2,2,2,2,2,200,200,2,2
r_2318_2,10,0,130,30,2,2,2,1,1,2,50,220,2,2
r_2318_3,21,11,170,10,2,2,2,2,2,2,200,200,2,2
r_2318_4,1,9,150,50,2,2,2,2,1,2,200,200,1,2
r_2318_5,19,8,170,150,2,2,2,2,1,2,200,200,1,2
r_2318_6,20,5,70,150,2,2,2,2,2,1,200,200,2,1
r_2318_7,15,13,90,190,1,2,2,2,2,1,200,200,2,1
r_2318_8,6,18,30,10,1,2,2,1,1,1,50,240,2,1
r_2318_9,17,12,10,50,1,2,1,1,1,1,190,150,2,2
r_2318_10,4,3,70,70,2,1,1,1,1,1,130,130,2,2
r_2319_0,19,10,170,130,2,2,2,2,1,2,200,200,1,2
r_2319_1,18,4,30,30,2,1,2,2,1,1,200,200,1,1
r_2319_2,7,16,110,190,2,2,2,2,2,1,200,200,2,1
r_2319_3,8,15,190,10,2,1,2,1,1,2,50,240,2,2
r_2319_4,0,3,50,50,2,1,2,2,2,1,200,200,2,1
r_2319_5,2,20,170,130,2,2,2,2,1,2,200,200,1,2
r_2319_6,13,21,70,170,2,2,2,2,2,2,200,200,2,2
r_2319_7,1,9,150,30,2,2,2,2,1,2,200,200,1,2
r_2319_8,5,14,50,10,1,2,2,1,1,2,50,240,2,2
r_2319_9,6,11,10,30,1,1,1,1,1,2,190,170,2,1
r_2319_10,17,12,110,150,2,2,2,2,2,2,200,200,2,2
r_2320_0,10,15,110,190,2,2,2,2,2,1,200,200,2,1
r_2320_1,11,21,70,150,2,2,2,2,2,2,200,200,2,2
r_2320_2,16,14,170,10,2,2,2,1,1,2,50,240,2,2
r_2320_3,17,5,50,150,2,2,1,2,2,1,200,50,2,2
r_2320_4,13,3,110,50,2,1,1,1,1,2,90,150,2,1
r_2320_5,1,12,170,190,2,2,2,2,2,2,200,200,2,2
r_2320_6,8,9,110,150,2,2,2,2,2,1,200,200,2,1
r_2320_7,6,4,130,50,2,1,1,2,2,2,120,50,2,1
r_2320_8,2,7,150,150,2,2,2,2,2,2,200,200,2,2
r_2320_9,20,18,170,170,2,2,2,2,2,2,200,200,2,2
r_2320_10,19,0,190,150,2,2,2,2,1,2,200,200,1,2
r_2321_0,8,16,90,110,1,2,2,1,1,2,50,140,2,2
r_2321_1,12,11,50,90,2,1,1,2,1,1,200,50,1,2
r_2321_2,18,3,30,50,2,1,2,2,1,1,200,200,1,1
r_2321_3,5,19,190,50,2,1,2,2,1,2,200,200,1,2
r_2321_4,10,20,10,110,2,2,1,2,1,1,240,50,1,2
r_2321_5,15,2,70,170,2,2,2,2,2,1,200,200,2,1
r_2321_6,21,17,10,50,2,2,2,2,2,1,200,200,2,1
r_2321_7,1,6,10,90,2,2,1,2,2,1,240,50,2,2
r_2321_8,4,13,190,70,2,2,2,1,1,2,50,180,2,2
r_2321_9,9,7,170,70,2,2,2,2,1,2,200,200,1,2
r_2321_10,14,0,10,110,2,2,2,2,2,1,200,200,2,1
r_2322_0,12,15,70,50,2,2,2,2,2,1,200,200,2,1
r_2322_1,8,5,90,170,1,2,2,2,2,1,200,200,2,1
r_2322_2,9,20,90,90,2,2,2,2,1,2,200,200,1,2
r_2322_3,17,11,190,170,2,2,2,2,2,2,200,200,2,2
r_2322_4,0,16,110,130,2,2,2,2,2,1,200,200,2,1
r_2322_5,2,6,70,170,1,2,2,2,2,1,200,200,2,1
r_2322_6,4,18,170,170,2,2,2,2,2,2,200,200,2,2
r_2322_7,1,21,70,10,2,2,2,1,2,2,50,240,1,2
r_2322_8,10,14,170,50,2,2,2,1,1,2,50,200,2,2
r_2322_9,3,19,130,190,2,2,2,2,2,1,200,200,2,1
r_2322_10,13,7,70,190,2,2,2,2,2,1,200,200,2,1
r_2323_0,10,17,30,50,2,2,1,1,1,1,170,150,2,2
r_2323_1,0,18,190,170,2,2,2,2,2,2,200,200,2,2
r_2323_2,2,12,30,190,1,2,1,2,2,1,220,50,2,2
r_2323_3,9,16,170,130,2,2,2,2,1,2,200,200,1,2
r_2323_4,5,4,30,30,1,1,1,1,1,1,170,170,2,2
r_2323_5,3,1,50,110,1,2,1,2,2,1,200,50,2,2
r_2323_6,6,15,70,150,2,2,2,2,1,1,200,200,1,1
r_2323_7,8,13,90,90,1,1,1,1,1,1,110,110,2,2
r_2323_8,20,19,190,50,2,1,2,1,1,2,50,200,2,2
r_2323_9,14,21,70,110,2,2,2,2,2,2,200,200,2,2
r_2323_10,11,7,70,110,2,2,2,2,1,1,200,200,1,1
r_2324_0,4,13,190,130,2,2,2,2,2,2,200,200,2,2
r_2324_1,14,12,90,190,2,2,2,2,2,1,200,200,2,1
r_2324_2,18,20,10,110,2,2,2,2,2,1,200,200,2,1
r_2324_3,11,2,50,170,1,2,2,2,2,1,200,200,2,1
r_2324_4,19,1,50,50,1,1,1,1,1,1,150,150,2,2
r_2324_5,16,0,90,50,2,2,1,1,1,2,110,150,2,1
r_2324_6,8,6,30,170,1,2,1,2,2,1,220,50,2,2
r_2324_7,7,5,10,10,1,1,1,1,1,1,190,190,2,2
r_2324_8,17,10,70,130,2,2,1,2,2,1,180,50,2,2
r_2324_9,15,3,10,50,1,1,1,1,1,1,190,150,2,2
r_2324_10,21,9,170,110,2,2,2,2,2,2,200,200,2,2
r_2325_0,7,3,150,190,2,2,2,2,2,2,200,200,2,2
r_2325_1,9,2,130,10,2,1,1,1,2,1,70,190,1,2
r_2325_2,1,17,30,70,1,2,2,1,1,1,50,180,2,1
r_2325_3,10,8,30,110,2,2,1,2,1,1,220,50,1,2
r_2325_4,0,19,190,30,2,1,2,1,2,2,50,220,1,2
r_2325_5,20,14,130,10,2,2,2,1,1,2,50,240,2,2
r_2325_6,21,15,10,30,2,1,1,2,2,1,240,50,2,2
r_2325_7,18,12,170,90,2,2,2,2,2,2,200,200,2,2
r_2325_8,16,4,50,70,1,2,1,1,1,1,150,130,2,2
r_2325_9,6,5,150,30,2,1,2,2,1,2,200,200,1,2
r_2325_10,11,13,70,90,2,1,1,2,1,1,180,50,1,2
r_2326_0,17,9,30,70,2,2,1,1,1,1,170,130,2,2
r_2326_1,10,6,30,130,2,2,1,2,1,1,220,50,1,2
r_2326_2,0,12,170,150,2,2,2,2,2,2,200,200,2,2
r_2326_3,5,4,90,70,2,2,2,2,1,1,200,200,1,1
r_2326_4,21,1,50,50,2,1,1,2,2,1,200,50,2,2
r_2326_5,20,14,70,150,2,2,2,2,2,2,200,200,2,2
r_2326_6,15,16,10,150,1,2,1,2,2,1,240,50,2,2
r_2326_7,3,11,50,90,1,1,1,1,1,1,150,110,2,2
r_2326_8,8,18,50,10,1,2,1,1,1,1,150,190,2,2
r_2326_9,2,7,110,70,2,2,2,2,1,1,200,200,1,1
r_2326_10,13,19,170,10,2,1,2,1,1,2,50,240,2,2
r_2327_0,5,7,50,10,1,1,1,1,1,1,150,190,2,2
r_2327_1,14,1,30,10,2,2,2,2,2,1,200,200,2,1
r_2327_2,8,6,50,190,1,2,1,2,2,2,200,50,2,1
r_2327_3,0,10,130,170,2,2,2,2,2,1,200,200,2,1
r_2327_4,11,13,170,30,2,1,2,2,1,2,200,200,1,2
r_2327_5,17,15,70,70,2,2,1,1,1,1,130,130,2,2
r_2327_6,18,3,70,30,2,1,2,2,1,1,200,200,1,1
r_2327_7,20,2,90,90,2,2,2,2,2,1,200,200,2,1
r_2327_8,21,19,50,10,2,1,1,2,2,1,200,50,2,2
r_2327_9,12,9,50,30,2,2,2,1,1,1,50,220,2,1
r_2327_10,16,4,150,170,2,2,2,2,2,2,200,200,2,2
r_2328_0,18,2,10,50,2,1,2,2,1,1,200,200,1,1
r_2328_1,1,10,190,10,2,2,2,1,2,2,50,240,1,2
r_2328_2,12,21,110,130,2,2,2,2,1,2,200,200,1,2
r_2328_3,14,9,10,30,2,2,2,2,1,2,200,200,1,2
r_2328_4,17,6,30,50,2,1,1,1,1,1,170,150,2,2
r_2328_5,19,7,130,130,2,2,2,2,1,1,200,200,1,1
r_2328_6,4,3,190,170,2,2,2,2,2,2,200,200,2,2
r_2328_7,16,0,130,70,2,2,2,1,2,2,50,180,1,2
r_2328_8,15,8,10,50,1,1,1,1,1,1,190,150,2,2
r_2328_9,11,5,170,50,2,1,2,2,1,2,200,200,1,2
r_2328_10,20,13,190,70,2,2,2,2,2,2,200,200,2,2
r_2329_0,10,4,150,10,2,1,2,1,1,2,50,240,2,2
r_2329_1,11,12,170,30,2,2,2,2,1,2,200,200,1,2
r_2329_2,9,2,130,50,2,1,1,2,1,1,120,50,1,2
r_2329_3,6,16,30,150,1,2,2,2,2,1,200,200,2,1
r_2329_4,1,5,70,10,2,1,1,1,2,1,130,190,1,2
r_2329_5,21,13,150,170,2,2,2,2,2,1,200,200,2,1
r_2329_6,3,20,130,110,2,2,2,2,1,2,200,200,1,2
r_2329_7,19,7,190,30,2,2,2,2,2,2,200,200,2,2
r_2329_8,18,17,70,110,2,2,2,2,2,1,200,200,2,1
r_2329_9,0,8,50,170,2,2,2,2,2,1,200,200,2,1
r_2329_10,14,15,90,110,2,1,2,2,2,1,200,200,2,1
r_2330_0,8,11,110,170,2,2,2,2,2,1,200,200,2,1
r_2330_1,12,0,70,70,2,2,2,2,1,2,200,200,1,2
r_2330_2,5,18,50,90,1,2,2,1,1,1,50,160,2,1
r_2330_3,15,16,70,30,2,1,1,1,1,1,130,170,2,2
r_2330_4,1,2,50,10,1,1,1,1,1,1,150,190,2,2
r_2330_5,14,19,110,170,2,2,2,2,2,1,200,200,2,1
r_2330_6,4,3,70,70,2,1,1,1,1,1,130,130,2,2
r_2330_7,20,10,90,170,2,2,2,2,2,1,200,200,2,1
r_2330_8,6,17,50,130,1,2,2,1,1,1,50,120,2,1
r_2330_9,13,9,150,110,2,2,2,2,1,2,200,200,1,2
r_2330_10,21,7,150,150,2,2,2,2,2,2,200,200,2,2
r_2331_0,2,15,130,90,2,1,1,2,1,1,120,50,1,2
r_2331_1,12,20,30,50,2,2,1,2,2,1,220,50,2,2
r_2331_2,10,7,50,110,2,2,1,2,1,1,200,50,1,2
r_2331_3,6,13,50,150,1,2,2,2,2,1,200,200,2,1
r_2331_4,17,21,50,170,2,2,1,2,2,2,200,50,2,1
r_2331_5,5,11,50,130,1,2,2,1,1,1,50,120,2,1
r_2331_6,14,8,170,110,2,2,2,2,2,2,200,200,2,2
r_2331_7,19,1,10,190,1,2,2,2,2,2,200,200,2,2
r_2331_8,3,18,170,130,2,2,2,2,1,2,200,200,1,2
r_2331_9,9,0,130,90,2,2,2,2,1,2,200,200,1,2
r_2331_10,16,4,10,130,2,2,1,2,2,1,240,50,2,2
r_2332_0,20,12,50,30,2,2,1,1,1,2,150,170,2,1
r_2332_1,7,21,50,70,2,2,1,1,1,2,150,130,2,1
r_2332_2,5,11,150,170,2,2,2,2,2,2,200,200,2,2
r_2332_3,19,3,110,70,2,1,2,2,1,2,200,200,1,2
r_2332_4,14,16,30,190,2,2,2,2,2,1,200,200,2,1
r_2332_5,2,10,90,50,2,2,2,1,1,1,50,200,2,1
r_2332_6,15,8,130,50,1,1,1,1,1,1,70,150,2,2
r_2332_7,17,0,170,110,2,2,2,2,2,2,200,200,2,2
r_2332_8,9,1,50,50,2,1,1,2,1,1,200,50,1,2
r_2332_9,6,18,90,130,2,2,2,2,1,2,200,200,1,2
r_2332_10,13,4,70,50,2,1,1,1,1,1,130,150,2,2
r_2333_0,1,13,190,170,2,2,2,2,2,2,200,200,2,2
r_2333_1,12,10,130,10,2,2,2,1,1,1,50,240,2,1
r_2333_2,19,0,110,70,2,2,2,2,1,2,200,200,1,2
r_2333_3,18,15,110,110,2,1,2,2,2,1,200,200,2,1
r_2333_4,11,4,90,110,1,2,2,2,2,1,200,200,2,1
r_2333_5,3,6,110,90,2,2,2,1,1,1,50,160,2,1
r_2333_6,16,8,130,30,2,1,1,1,1,1,70,170,2,2
r_2333_7,17,5,130,150,2,2,2,2,2,1,200,200,2,1
r_2333_8,2,20,10,10,1,2,1,1,1,1,190,190,2,2
r_2333_9,9,21,170,70,2,2,2,2,1,2,200,200,1,2
r_2333_10,7,14,50,130,2,2,1,2,1,2,200,50,1,1
r_2334_0,16,17,50,150,1,2,1,2,2,1,200,50,2,2
r_2334_1,0,6,70,90,2,2,2,2,2,1,200,200,2,1
r_2334_2,11,7,50,50,1,2,2,1,1,1,50,200,2,1
r_2334_3,12,8,110,110,2,2,2,2,2,1,200,200,2,1
r_2334_4,14,19,10,170,2,2,2,2,2,2,200,200,2,2
r_2334_5,1,9,190,70,2,2,2,2,2,2,200,200,2,2
r_2334_6,5,18,130,130,2,2,2,2,1,2,200,200,1,2
r_2334_7,13,3,190,10,2,1,2,1,1,2,50,240,2,2
r_2334_8,2,4,170,50,2,1,2,1,1,2,50,200,2,2
r_2334_9,15,20,90,130,1,2,2,1,1,2,50,120,2,2
r_2334_10,21,10,50,50,2,2,2,2,2,1,200,200,2,1
r_2335_0,19,11,130,190,2,2,2,2,2,1,200,200,2,1
r_2335_1,4,6,110,110,2,2,2,2,2,1,200,200,2,1
r_2335_2,8,21,130,150,2,2,2,2,2,2,200,200,2,2
r_2335_3,15,2,70,170,2,2,2,2,2,1,200,200,2,1
r_2335_4,17,9,70,110,2,2,1,2,2,1,180,50,2,2
r_2335_5,10,5,30,10,2,1,1,1,1,1,170,190,2,2
r_2335_6,13,14,110,130,2,2,2,2,1,2,200,200,1,2
r_2335_7,7,12,190,90,2,2,2,1,1,2,50,160,2,2
r_2335_8,0,18,70,10,2,2,2,1,1,2,50,240,2,2
r_2335_9,3,20,110,10,2,2,2,1,1,2,50,240,2,2
